"county","state","pop.2020","pop.2010","area","Nh","Sh","nh","weights","pop_density","hisp_2020","hisp_2010","totalvotes","DEMOCRAT","REPUBLICAN","THIRD","pop_2020_65","pop_2010_65"
"Alexander","North Carolina",36444,37232,263,100,171965.208373188,8,12.5,138.570342205323,1846,1603,20236,4145,15888,203,7809,5692
"Kidder","North Dakota",2394,2447,1352,53,30596.0438610693,1,53,1.7707100591716,109,68,1460,221,1215,24,666,517
"Wyandot","Ohio",21900,22587,405.61,88,222571.255344883,9,9.77777777777778,53.9927516579966,707,517,11390,2733,8462,195,4436,3678
"Warren","Ohio",242337,213445,399.63,88,222571.255344883,9,9.77777777777778,606.403423166429,7404,4830,136100,46069,87988,2043,36496,23270
"Shelby","Ohio",48230,49347,409.27,88,222571.255344883,9,9.77777777777778,117.843966085958,778,653,25258,4465,20422,371,8508,6393
"Pike","Ohio",27088,28606,441.49,88,222571.255344883,9,9.77777777777778,61.355863099957,351,205,12412,3110,9157,145,5170,4222
"Pickaway","Ohio",58539,55737,501.91,88,222571.255344883,9,9.77777777777778,116.632463987568,953,603,28271,7304,20593,374,9646,7202
"Hancock","Ohio",74920,74698,531.35,88,222571.255344883,9,9.77777777777778,140.999341300461,4515,3390,38771,11757,26310,704,13751,10709
"Hamilton","Ohio",830639,802295,407.36,88,222571.255344883,9,9.77777777777778,2039.0784564022,30448,20762,430929,246266,177886,6777,132221,106859
"Coshocton","Ohio",36612,36938,564.07,88,222571.255344883,9,9.77777777777778,64.9068378038187,449,281,16739,4125,12325,289,7364,6014
"Athens","Ohio",62431,65175,506.76,88,222571.255344883,9,9.77777777777778,123.19638487647,1269,1048,26059,14772,10862,425,9292,6525
"Tillman","Oklahoma",6968,7983,872,77,119825.658097219,4,19.25,7.9908256880734,2059,1807,2708,597,2076,35,1470,1425
"Noble","Oklahoma",10924,11565,732,77,119825.658097219,4,19.25,14.9234972677596,489,303,4938,1003,3821,114,2305,1929
"Muskogee","Oklahoma",66339,71121,814,77,119825.658097219,4,19.25,81.497542997543,4688,3725,25081,8027,16526,528,11754,10455
"McIntosh","Oklahoma",18941,20267,656,77,119825.658097219,4,19.25,28.8734756097561,590,405,8335,2031,6172,132,5148,4459
"Union","Oregon",26196,25725,2037,36,181521.546245609,3,12,12.860088365243,1352,1024,14944,4254,10298,392,5770,4312
"Josephine","Oregon",88090,82880,1640,36,181521.546245609,3,12,53.7134146341463,7016,5294,51641,18451,31751,1439,23761,18564
"Gilliam","Oregon",1995,1880,1204,36,181521.546245609,3,12,1.65697674418605,149,93,1178,324,834,20,555,422
"Philadelphia","Pennsylvania",1603797,1528303,143,67,281443.882706996,9,7.44444444444444,11215.3636363636,245847,189175,741377,603790,132740,4847,226967,185466
"Northampton","Pennsylvania",312951,297941,377,67,281443.882706996,9,7.44444444444444,830.10875331565,44729,31370,170942,85087,83854,2001,61061,46745
"Mercer","Pennsylvania",110652,116607,683,67,281443.882706996,9,7.44444444444444,162.00878477306,1760,1267,57954,21067,36143,744,24802,21563
"Lawrence","Pennsylvania",86070,91016,363,67,281443.882706996,9,7.44444444444444,237.107438016529,1424,940,46076,15978,29597,501,19528,17126
"Jefferson","Pennsylvania",44492,45163,657,67,281443.882706996,9,7.44444444444444,67.7199391171994,447,281,22824,4527,17960,337,9390,8216
"Huntingdon","Pennsylvania",44092,45999,889,67,281443.882706996,9,7.44444444444444,49.5973003374578,920,740,22792,5445,17061,286,9675,7590
"Dauphin","Pennsylvania",286401,268289,558,67,281443.882706996,9,7.44444444444444,513.263440860215,29065,18974,147368,78983,66408,1977,49769,36983
"Cambria","Pennsylvania",133472,143458,693,67,281443.882706996,9,7.44444444444444,192.600288600289,2270,2027,70574,21730,48085,759,30539,27014
"Beaver","Pennsylvania",168215,170630,444,67,281443.882706996,9,7.44444444444444,378.862612612613,3078,2020,94122,38122,54759,1241,36521,31661
"Washington","Rhode Island",129839,127094,329,5,250762.290397101,1,5,394.647416413374,4421,3062,76060,44549,29818,1693,28055,19271
"Williamsburg","South Carolina",31026,34342,937,46,127977.987458821,3,15.3333333333333,33.1120597652081,703,706,15985,10289,5532,164,6748,5066
"Sumter","South Carolina",105556,107610,682,46,127977.987458821,3,15.3333333333333,154.774193548387,4582,3545,48920,27379,21000,541,18339,13997
"Oconee","South Carolina",78607,74349,674,46,127977.987458821,3,15.3333333333333,116.627596439169,4631,3363,40668,10414,29698,556,19338,14195
"Turner","South Dakota",8673,8352,617,66,28258.6489570307,1,66,14.0567260940032,196,117,4548,1139,3290,119,1801,1579
"Van Buren","Tennessee",6168,5567,247,95,135650.411399433,6,15.8333333333333,24.9716599190283,121,51,2921,544,2342,35,1425,961
"Putnam","Tennessee",79854,72552,401,95,135650.411399433,6,15.8333333333333,199.137157107232,5412,3873,33593,9185,23759,649,13904,10615
"Lewis","Tennessee",12582,12175,282,95,135650.411399433,6,15.8333333333333,44.6170212765957,317,229,5609,1072,4474,63,2691,1990
"Hickman","Tennessee",24925,24649,613,95,135650.411399433,6,15.8333333333333,40.6606851549755,689,461,9832,2130,7577,125,4579,3453
"Cheatham","Tennessee",41072,39120,303,95,135650.411399433,6,15.8333333333333,135.551155115512,1577,915,20260,5514,14438,308,6558,4308
"Campbell","Tennessee",39272,40735,480,95,135650.411399433,6,15.8333333333333,81.8166666666667,650,481,14933,2441,12331,161,8392,7043
"Zapata","Texas",13889,14086,997,254,410607.280560303,48,5.29166666666667,13.9307923771314,13461,13150,3874,1826,2033,15,1919,1476
"Wheeler","Texas",4990,5387,914,254,410607.280560303,48,5.29166666666667,5.45951859956236,1270,1345,2337,168,2159,10,1003,985
"Upton","Texas",3308,3340,1242,254,410607.280560303,48,5.29166666666667,2.6634460547504,1995,1641,1368,170,1178,20,556,488
"Tarrant","Texas",2110640,1818167,864,254,410607.280560303,48,5.29166666666667,2442.87037037037,629633,486057,834697,411567,409741,13389,254161,162935
"Swisher","Texas",6971,7919,900,254,410607.280560303,48,5.29166666666667,7.74555555555556,3322,3194,2355,478,1845,32,1340,1352
"Sabine","Texas",9894,10870,490,254,410607.280560303,48,5.29166666666667,20.1918367346939,500,358,5491,669,4784,38,3277,2914
"Reagan","Texas",3385,3353,1175,254,410607.280560303,48,5.29166666666667,2.88085106382979,2772,2035,1124,172,942,10,437,353
"Randall","Texas",140753,121221,914,254,410607.280560303,48,5.29166666666667,153.996717724289,33175,20134,64674,12802,50796,1076,21936,15131
"Ochiltree","Texas",10015,10171,918,254,410607.280560303,48,5.29166666666667,10.9095860566449,5412,4955,3156,302,2812,42,1154,1055
"Navarro","Texas",52624,47870,1071,254,410607.280560303,48,5.29166666666667,49.1353874883287,14869,11438,19123,5101,13800,222,8702,6976
"Mitchell","Texas",8990,9411,910,254,410607.280560303,48,5.29166666666667,9.87912087912088,3333,3499,2579,397,2170,12,1249,1230
"McMullen","Texas",600,711,1113,254,410607.280560303,48,5.29166666666667,0.539083557951482,299,265,516,53,460,3,189,185
"Loving","Texas",64,84,673,254,410607.280560303,48,5.29166666666667,0.0950965824665676,30,20,66,4,60,2,22,13
"Llano","Texas",21243,19336,935,254,410607.280560303,48,5.29166666666667,22.7197860962567,2452,1572,12660,2465,10079,116,8332,6045
"Live Oak","Texas",11335,11550,1036,254,410607.280560303,48,5.29166666666667,10.9411196911197,5071,4092,5054,819,4199,36,2657,2225
"Lavaca","Texas",20337,19266,970,254,410607.280560303,48,5.29166666666667,20.9659793814433,3985,3102,10197,1333,8804,60,4868,4107
"Kimble","Texas",4286,4600,1251,254,410607.280560303,48,5.29166666666667,3.42605915267786,1092,1083,2292,284,1987,21,1341,1066
"Jim Wells","Texas",38891,40914,865,254,410607.280560303,48,5.29166666666667,44.9606936416185,32455,32360,13669,6119,7453,97,6539,5358
"Jasper","Texas",32980,35775,938,254,410607.280560303,48,5.29166666666667,35.1599147121535,2501,2055,15611,2954,12542,115,7339,5929
"Howard","Texas",34860,34983,903,254,410607.280560303,48,5.29166666666667,38.6046511627907,16093,13316,10241,2069,8054,118,4773,4586
"Hockley","Texas",21537,22827,908,254,410607.280560303,48,5.29166666666667,23.7191629955947,11427,9985,8100,1482,6536,82,3487,2919
"Hill","Texas",35874,35153,962,254,410607.280560303,48,5.29166666666667,37.2910602910603,8011,6450,14931,2860,11926,145,7787,6461
"Hall","Texas",2825,3359,903,254,410607.280560303,48,5.29166666666667,3.12846068660022,1007,1091,1169,168,995,6,745,764
"Gray","Texas",21227,22474,928,254,410607.280560303,48,5.29166666666667,22.8739224137931,6538,5382,7782,829,6840,113,3600,3617
"Gonzales","Texas",19653,19797,1068,254,410607.280560303,48,5.29166666666667,18.4016853932584,10850,9406,7648,1948,5627,73,3690,2985
"Garza","Texas",5816,6466,896,254,410607.280560303,48,5.29166666666667,6.49107142857143,3268,3071,1653,231,1413,9,741,698
"Frio","Texas",18385,17255,1133,254,410607.280560303,48,5.29166666666667,16.2268314210062,16356,13445,5279,2422,2823,34,2523,1962
"Fort Bend","Texas",822779,590177,875,254,410607.280560303,48,5.29166666666667,940.318857142857,210223,140271,357514,195552,157718,4244,101065,43521
"Foard","Texas",1095,1344,707,254,410607.280560303,48,5.29166666666667,1.54879773691655,207,188,551,99,445,7,316,324
"Duval","Texas",9831,11705,1793,254,410607.280560303,48,5.29166666666667,5.4829894032348,9869,10363,5053,2575,2443,35,2002,1895
"Dimmit","Texas",8615,10043,1331,254,410607.280560303,48,5.29166666666667,6.47257700976709,8730,8657,3666,2264,1384,18,1741,1436
"Delta","Texas",5230,5242,277,254,410607.280560303,48,5.29166666666667,18.8808664259928,474,294,2592,403,2162,27,1153,1035
"Dallas","Texas",2613539,2373711,880,254,410607.280560303,48,5.29166666666667,2969.93068181818,1075954,910451,919504,598576,307076,13852,300111,209355
"Dallam","Texas",7115,6745,1505,254,410607.280560303,48,5.29166666666667,4.72757475083057,3438,2736,1609,197,1389,23,874,637
"Colorado","Texas",20557,20868,963,254,410607.280560303,48,5.29166666666667,21.3468328141225,6751,5474,9975,2420,7472,83,4901,4026
"Collin","Texas",1064465,787102,848,254,410607.280560303,48,5.29166666666667,1255.26533018868,167450,115876,490856,230945,252318,7593,122633,61162
"Castro","Texas",7371,8125,898,254,410607.280560303,48,5.29166666666667,8.20824053452116,4846,4883,2083,466,1602,15,1290,1091
"Callahan","Texas",13708,13511,899,254,410607.280560303,48,5.29166666666667,15.2480533926585,1422,1030,6832,734,6012,86,3074,2451
"Burleson","Texas",17642,17238,666,254,410607.280560303,48,5.29166666666667,26.4894894894895,3957,3194,8609,1788,6743,78,4019,3033
"Brown","Texas",38095,38076,944,254,410607.280560303,48,5.29166666666667,40.3548728813559,8691,7473,15969,2107,13698,164,7903,6593
"Brazoria","Texas",372031,314499,1387,254,410607.280560303,48,5.29166666666667,268.227108868061,121130,87404,154984,62228,90433,2323,47520,30207
"Bell","Texas",370647,312886,1059,254,410607.280560303,48,5.29166666666667,349.99716713881,95954,68219,127375,57014,67893,2468,42635,27217
"Bee","Texas",31047,31862,880,254,410607.280560303,48,5.29166666666667,35.2806818181818,19410,17963,9420,3288,6006,126,4267,3418
"Bandera","Texas",20851,20546,792,254,410607.280560303,48,5.29166666666667,26.3270202020202,4817,3425,12715,2505,10057,153,6918,4163
"Bailey","Texas",6904,7154,827,254,410607.280560303,48,5.29166666666667,8.34824667472793,4276,4293,1860,409,1434,17,1038,1000
"Armstrong","Texas",1848,1902,914,254,410607.280560303,48,5.29166666666667,2.0218818380744,189,124,1112,75,1035,2,431,396
"Archer","Texas",8560,9118,910,254,410607.280560303,48,5.29166666666667,9.40659340659341,713,689,4796,446,4300,50,1853,1458
"Andrews","Texas",18610,14849,1501,254,410607.280560303,48,5.29166666666667,12.398401065956,10898,7239,5863,850,4943,70,1839,1672
"Wayne","Utah",2486,2772,2466,29,249305.155480369,3,9.66666666666667,1.0081103000811,182,120,1621,365,1229,27,635,430
"Washington","Utah",180279,138397,2430,29,249305.155480369,3,9.66666666666667,74.1888888888889,20311,13512,91070,20530,67294,3246,42016,24011
"Millard","Utah",12975,12541,6828,29,249305.155480369,3,9.66666666666667,1.90026362038664,1688,1599,6190,624,5404,162,2366,1784
"Lamoille","Vermont",25945,24517,665,14,39272.5543026685,1,14,39.015037593985,503,325,15679,10773,4171,735,4639,3273
"Salem","Virginia",25346,24897,15,133,128348.708646346,8,16.625,1689.73333333333,977,613,13051,5148,7683,220,4998,4266
"Radford","Virginia",16070,16432,10,133,128348.708646346,8,16.625,1607,587,388,6320,3358,2786,176,1785,1394
"Powhatan","Virginia",30333,28133,261,133,128348.708646346,8,16.625,116.218390804598,719,509,19733,5320,14055,358,5858,3461
"Pittsylvania","Virginia",60501,63591,978,133,128348.708646346,8,16.625,61.861963190184,1715,1369,34227,10115,23751,361,14421,10953
"Lunenburg","Virginia",11936,12909,432,133,128348.708646346,8,16.625,27.6296296296296,696,468,6002,2418,3537,47,2865,2230
"Highland","Virginia",2232,2297,416,133,128348.708646346,8,16.625,5.36538461538461,29,18,1533,417,1092,24,802,578
"Emporia","Virginia",5766,5920,7,133,128348.708646346,8,16.625,823.714285714286,347,259,2384,1612,754,18,1073,995
"Bland","Virginia",6270,6801,359,133,128348.708646346,8,16.625,17.4651810584958,60,39,3479,532,2903,44,1530,1179
"San Juan","Washington",17788,15783,174,39,401738.193812715,7,5.57142857142857,102.229885057471,1180,869,13197,9725,3057,415,6212,3721
"Lewis","Washington",82149,75503,2403,39,401738.193812715,7,5.57142857142857,34.1860174781523,8979,6563,45309,14520,29391,1398,17766,13141
"Kittitas","Washington",44337,40992,2297,39,401738.193812715,7,5.57142857142857,19.3021332172399,4675,3175,26364,11421,14105,838,8402,5232
"Garfield","Washington",2286,2261,710,39,401738.193812715,7,5.57142857142857,3.21971830985916,122,91,1489,366,1069,54,640,502
"Franklin","Washington",96749,79076,1242,39,401738.193812715,7,5.57142857142857,77.8977455716586,52085,40483,32404,13340,18039,1025,9793,5741
"Columbia","Washington",3952,4094,869,39,401738.193812715,7,5.57142857142857,4.54775604142693,345,253,2495,668,1754,73,1196,935
"Benton","Washington",206873,176467,1700,39,401738.193812715,7,5.57142857142857,121.69,48095,33011,103033,38706,60365,3962,32470,20739
"Preston","West Virginia",34216,33546,648,55,33319.6156309757,1,55,52.8024691358025,496,229,14572,3163,11190,219,7156,5301
"Oconto","Wisconsin",38965,37714,997.99,72,136134.660749665,5,14.4,39.043477389553,764,538,23215,6715,16226,274,8250,6062
"Marinette","Wisconsin",41872,41662,1399.35,72,136134.660749665,5,14.4,29.9224640011434,899,520,22979,7366,15304,309,9990,8262
"Iron","Wisconsin",6137,5925,758.17,72,136134.660749665,5,14.4,8.09449068150943,82,37,4010,1533,2438,39,1839,1517
"Green","Wisconsin",37093,36858,583.96,72,136134.660749665,5,14.4,63.5197616275087,1243,1044,21406,10851,10169,386,7338,5504
"Buffalo","Wisconsin",13317,13551,671.64,72,136134.660749665,5,14.4,19.8275862068966,336,235,7816,2860,4834,122,3024,2458
"Converse","Wyoming",13751,13823,4255,23,24508.5493503975,1,23,3.23172737955347,1146,868,7010,861,5917,232,2457,1781
